reaction_id	category	confidence	ec	orig_status	residual_before	balanced_before	residual_after	balanced_after	patch	equation_before	equation_after	stoichiometry_before	stoichiometry_after
rxn23846	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) 3-hydroxy-2-indolone-3-acetyl-aspartic acid <=> (1) 3-(O-beta-glucosyl)-2-indolone-3-acetyl-aspartic acid	(1) 3-hydroxy-2-indolone-3-acetyl-aspartic acid + (1) UDP-glucose <=> (1) 3-(O-beta-glucosyl)-2-indolone-3-acetyl-aspartic acid + (1) UDP	"-1:cpd22014:0:""3-hydroxy-2-indolone-3-acetyl-aspartic acid"";1:cpd22037:0:""3-(O-beta-glucosyl)-2-indolone-3-acetyl-aspartic acid"""	"-1:cpd22014:0:""3-hydroxy-2-indolone-3-acetyl-aspartic acid"";1:cpd22037:0:""3-(O-beta-glucosyl)-2-indolone-3-acetyl-aspartic acid"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn40911	couple_agent:mannosyl	agent	2.4.1.319|2.4.1.340	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	mannosyl (GDPman/GDP) couple + water/proton	(1) Phosphate <=> (1) D-Mannose1-phosphate	(1) Phosphate + (1) GDP-mannose <=> (1) D-Mannose1-phosphate + (1) GDP	"-1:cpd00009:0:""Phosphate"";1:cpd00485:0:""D-Mannose1-phosphate"""	"-1:cpd00009:0:""Phosphate"";1:cpd00485:0:""D-Mannose1-phosphate"";-1:cpd00083:0:""GDP-mannose"";1:cpd00031:0:""GDP"""
rxn42841	couple_agent:glucosyl	agent	null	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) D-Glucose <=> (1) Maltose	(1) D-Glucose + (1) UDP-glucose <=> (1) Maltose + (1) UDP	"-1:cpd00027:0:""D-Glucose"";1:cpd00179:0:""Maltose"""	"-1:cpd00027:0:""D-Glucose"";1:cpd00179:0:""Maltose"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn45109	couple_agent:glucosyl	agent	2.4.1.334	MI:C:6/H:10/O:5	C:+6,H:+10,O:+5	False		True	glucosyl (UDPglc/UDP) couple + water/proton	(1) Phosphate <=> (1) beta-D-Glucose 1-phosphate	(1) Phosphate + (1) UDP-glucose <=> (1) beta-D-Glucose 1-phosphate + (1) UDP	"-1:cpd00009:0:""Phosphate"";1:cpd00501:0:""beta-D-Glucose 1-phosphate"""	"-1:cpd00009:0:""Phosphate"";1:cpd00501:0:""beta-D-Glucose 1-phosphate"";-1:cpd00026:0:""UDP-glucose"";1:cpd00014:0:""UDP"""
rxn02626	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Morphine <=> (1) Codeine	(1) Morphine + (1) S-Adenosyl-L-methionine <=> (1) Codeine + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd01072:0:""Morphine"";1:cpd03684:0:""Codeine"""	"-1:cpd01072:0:""Morphine"";1:cpd03684:0:""Codeine"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn02964	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Ciliatine <=> (1) 2-Methylaminoethylphosphonate	(1) Ciliatine + (1) S-Adenosyl-L-methionine <=> (1) 2-Methylaminoethylphosphonate + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd02233:0:""Ciliatine"";1:cpd03382:0:""2-Methylaminoethylphosphonate"""	"-1:cpd02233:0:""Ciliatine"";1:cpd03382:0:""2-Methylaminoethylphosphonate"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn03370	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 2-Methylaminoethylphosphonate <=> (1) 2-Dimethylaminoethylphosphonate	(1) 2-Methylaminoethylphosphonate + (1) S-Adenosyl-L-methionine <=> (1) 2-Dimethylaminoethylphosphonate + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd03382:0:""2-Methylaminoethylphosphonate"";1:cpd03383:0:""2-Dimethylaminoethylphosphonate"""	"-1:cpd03382:0:""2-Methylaminoethylphosphonate"";1:cpd03383:0:""2-Dimethylaminoethylphosphonate"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn03480	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Pelletierine <=> (1) N-Methylpelletierine	(1) Pelletierine + (1) S-Adenosyl-L-methionine <=> (1) N-Methylpelletierine + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd03692:0:""Pelletierine"";1:cpd03694:0:""N-Methylpelletierine"""	"-1:cpd03692:0:""Pelletierine"";1:cpd03694:0:""N-Methylpelletierine"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04117	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Demethylalangiside <=> (1) Alangiside	(1) Demethylalangiside + (1) S-Adenosyl-L-methionine <=> (1) Alangiside + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd08617:0:""Demethylalangiside"";1:cpd06225:0:""Alangiside"""	"-1:cpd08617:0:""Demethylalangiside"";1:cpd06225:0:""Alangiside"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04119	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Demethylisoalangiside <=> (1) Isoalangiside	(1) Demethylisoalangiside + (1) S-Adenosyl-L-methionine <=> (1) Isoalangiside + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd08618:0:""Demethylisoalangiside"";1:cpd08619:0:""Isoalangiside"""	"-1:cpd08618:0:""Demethylisoalangiside"";1:cpd08619:0:""Isoalangiside"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04403	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Cyanidin 3-O-glucoside <=> (1) Peonidin-3-glucoside	(1) Cyanidin 3-O-glucoside + (1) S-Adenosyl-L-methionine <=> (1) Peonidin-3-glucoside + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd05511:0:""Cyanidin 3-O-glucoside"";1:cpd08923:0:""Peonidin-3-glucoside"""	"-1:cpd05511:0:""Cyanidin 3-O-glucoside"";1:cpd08923:0:""Peonidin-3-glucoside"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04404	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Mirtillin <=> (1) Petunidin 3-glucoside	(1) Mirtillin + (1) S-Adenosyl-L-methionine <=> (1) Petunidin 3-glucoside + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd08920:0:""Mirtillin"";1:cpd08921:0:""Petunidin 3-glucoside"""	"-1:cpd08920:0:""Mirtillin"";1:cpd08921:0:""Petunidin 3-glucoside"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04486	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Tetrangulol <=> (1) 8-O-Methyltetrangulol	(1) Tetrangulol + (1) S-Adenosyl-L-methionine <=> (1) 8-O-Methyltetrangulol + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd09150:0:""Tetrangulol"";1:cpd09151:0:""8-O-Methyltetrangulol"""	"-1:cpd09150:0:""Tetrangulol"";1:cpd09151:0:""8-O-Methyltetrangulol"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04489	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 19-Hydroxytetrangulol <=> (1) 19-Hydroxy-8-O-methyltetrangulol	(1) 19-Hydroxytetrangulol + (1) S-Adenosyl-L-methionine <=> (1) 19-Hydroxy-8-O-methyltetrangulol + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd09152:0:""19-Hydroxytetrangulol"";1:cpd09153:0:""19-Hydroxy-8-O-methyltetrangulol"""	"-1:cpd09152:0:""19-Hydroxytetrangulol"";1:cpd09153:0:""19-Hydroxy-8-O-methyltetrangulol"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04533	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Tetracenomycin D3 <=> (1) Tetracenomycin B3	(1) Tetracenomycin D3 + (1) S-Adenosyl-L-methionine <=> (1) Tetracenomycin B3 + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd09121:0:""Tetracenomycin D3"";1:cpd09122:0:""Tetracenomycin B3"""	"-1:cpd09121:0:""Tetracenomycin D3"";1:cpd09122:0:""Tetracenomycin B3"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04538	couple_agent:methyl	agent	null	MI:C:1/H:3|CI:1	C:+1,H:+3,charge:+1	False		True	methyl (SAM/SAH) couple + water/proton	(1) Tetracenomycin F1 <=> (1) Tetracenomycin F1 methylester	(1) Tetracenomycin F1 + (1) S-Adenosyl-L-methionine <=> (1) Tetracenomycin F1 methylester + (1) S-Adenosyl-homocysteine	"-1:cpd09120:0:""Tetracenomycin F1"";1:cpd09126:0:""Tetracenomycin F1 methylester"""	"-1:cpd09120:0:""Tetracenomycin F1"";1:cpd09126:0:""Tetracenomycin F1 methylester"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn04541	couple_agent:methyl	agent	null	MI:C:1/H:3|CI:1	C:+1,H:+3,charge:+1	False		True	methyl (SAM/SAH) couple + water/proton	(1) Tetracenomycin D3 <=> (1) Tetracenomycin D3 methylester	(1) Tetracenomycin D3 + (1) S-Adenosyl-L-methionine <=> (1) Tetracenomycin D3 methylester + (1) S-Adenosyl-homocysteine	"-1:cpd09121:0:""Tetracenomycin D3"";1:cpd09128:0:""Tetracenomycin D3 methylester"""	"-1:cpd09121:0:""Tetracenomycin D3"";1:cpd09128:0:""Tetracenomycin D3 methylester"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn04569	couple_agent:methyl	agent	null	MI:C:-1/H:-2	C:-1,H:-2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Nicotine <=> (1) Nornicotine	(1) Nicotine + (1) S-Adenosyl-homocysteine + (1) H+ <=> (1) Nornicotine + (1) S-Adenosyl-L-methionine	"-1:cpd00554:0:""Nicotine"";1:cpd03934:0:""Nornicotine"""	"-1:cpd00554:0:""Nicotine"";1:cpd03934:0:""Nornicotine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn04799	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Rifamycin W <=> (1) Methane + (1) Rifamycin W-hemiacetal	(1) Rifamycin W + (1) S-Adenosyl-L-methionine <=> (1) Methane + (1) Rifamycin W-hemiacetal + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd09026:0:""Rifamycin W"";1:cpd01024:0:""Methane"";1:cpd10420:0:""Rifamycin W-hemiacetal"""	"-1:cpd09026:0:""Rifamycin W"";1:cpd01024:0:""Methane"";1:cpd10420:0:""Rifamycin W-hemiacetal"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn04801	couple_agent:methyl	agent	null	MI:C:-1/H:-2|CI:-1	C:-1,H:-2	False		True	methyl (SAM/SAH) couple + water/proton	(1) H+ + (1) Rifamycin W-hemiacetal <=> (1) Demethyl-desacetyl-rifamycin S	(2) H+ + (1) Rifamycin W-hemiacetal + (1) S-Adenosyl-homocysteine <=> (1) Demethyl-desacetyl-rifamycin S + (1) S-Adenosyl-L-methionine	"-1:cpd00067:0:""H+"";-1:cpd10420:0:""Rifamycin W-hemiacetal"";1:cpd10422:0:""Demethyl-desacetyl-rifamycin S"""	"-2:cpd00067:0:""H+"";-1:cpd10420:0:""Rifamycin W-hemiacetal"";1:cpd10422:0:""Demethyl-desacetyl-rifamycin S"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn05134	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) TRIBOA <=> (1) DIMBOA	(1) TRIBOA + (1) S-Adenosyl-L-methionine <=> (1) DIMBOA + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd11412:0:""TRIBOA"";1:cpd02876:0:""DIMBOA"""	"-1:cpd11412:0:""TRIBOA"";1:cpd02876:0:""DIMBOA"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07327	couple_agent:methyl	agent	null	MI:C:-1/H:-2	C:-1,H:-2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 4-methylzymosterol <=> (1) Zymosterol	(1) 4-methylzymosterol + (1) S-Adenosyl-homocysteine + (1) H+ <=> (1) Zymosterol + (1) S-Adenosyl-L-methionine	"-1:cpd03035:0:""4-methylzymosterol"";1:cpd03221:0:""Zymosterol"""	"-1:cpd03035:0:""4-methylzymosterol"";1:cpd03221:0:""Zymosterol"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn07339	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) beta-Tocopherol <=> (1) Vitamin E	(1) beta-Tocopherol + (1) S-Adenosyl-L-methionine <=> (1) Vitamin E + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd09851:0:""beta-Tocopherol"";1:cpd01628:0:""Vitamin E"""	"-1:cpd09851:0:""beta-Tocopherol"";1:cpd01628:0:""Vitamin E"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07508	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 1,2-Anthracenediol <=> (1) 1-Methoxy-2-hydroxyanthracene	(1) 1,2-Anthracenediol + (1) S-Adenosyl-L-methionine <=> (1) 1-Methoxy-2-hydroxyanthracene + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd14923:0:""1,2-Anthracenediol"";1:cpd14927:0:""1-Methoxy-2-hydroxyanthracene"""	"-1:cpd14923:0:""1,2-Anthracenediol"";1:cpd14927:0:""1-Methoxy-2-hydroxyanthracene"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07531	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 6-Hydroxydaidzein <=> (1) Glycitein	(1) 6-Hydroxydaidzein + (1) S-Adenosyl-L-methionine <=> (1) Glycitein + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd10013:0:""6-Hydroxydaidzein"";1:cpd10235:0:""Glycitein"""	"-1:cpd10013:0:""6-Hydroxydaidzein"";1:cpd10235:0:""Glycitein"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07536	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 2,7,4'-Trihydroxyisoflavanone <=> (1) 2,7-Dihydroxy-4'-methoxyisoflavanone	(1) 2,7,4'-Trihydroxyisoflavanone + (1) S-Adenosyl-L-methionine <=> (1) 2,7-Dihydroxy-4'-methoxyisoflavanone + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd11233:0:""2,7,4'-Trihydroxyisoflavanone"";1:cpd14909:0:""2,7-Dihydroxy-4'-methoxyisoflavanone"""	"-1:cpd11233:0:""2,7,4'-Trihydroxyisoflavanone"";1:cpd14909:0:""2,7-Dihydroxy-4'-methoxyisoflavanone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07564	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) (+)-6a-Hydroxymaackiain <=> (1) Pisatin	(1) (+)-6a-Hydroxymaackiain + (1) S-Adenosyl-L-methionine <=> (1) Pisatin + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd14947:0:""(+)-6a-Hydroxymaackiain"";1:cpd07402:0:""Pisatin"""	"-1:cpd14947:0:""(+)-6a-Hydroxymaackiain"";1:cpd07402:0:""Pisatin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07802	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Eriodictyol <=> (1) Homoeriodictyol	(1) Eriodictyol + (1) S-Adenosyl-L-methionine <=> (1) Homoeriodictyol + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd03344:0:""Eriodictyol"";1:cpd06648:0:""Homoeriodictyol"""	"-1:cpd03344:0:""Eriodictyol"";1:cpd06648:0:""Homoeriodictyol"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07819	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Pinocembrin <=> (1) Pinostrobin	(1) Pinocembrin + (1) S-Adenosyl-L-methionine <=> (1) Pinostrobin + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd06719:0:""Pinocembrin"";1:cpd15125:0:""Pinostrobin"""	"-1:cpd06719:0:""Pinocembrin"";1:cpd15125:0:""Pinostrobin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07821	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Eriodictyol chalcone <=> (1) Homoeriodictyol chalcone	(1) Eriodictyol chalcone + (1) S-Adenosyl-L-methionine <=> (1) Homoeriodictyol chalcone + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd11204:0:""Eriodictyol chalcone"";1:cpd15111:0:""Homoeriodictyol chalcone"""	"-1:cpd11204:0:""Eriodictyol chalcone"";1:cpd15111:0:""Homoeriodictyol chalcone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn11533	couple_agent:methyl	agent	null	MI:C:1/H:3|CI:1	C:+1,H:+3,charge:+1	False		True	methyl (SAM/SAH) couple + water/proton	(1) Farnesoic acid <=> (1) Methyl farnesoate	(1) Farnesoic acid + (1) S-Adenosyl-L-methionine <=> (1) Methyl farnesoate + (1) S-Adenosyl-homocysteine	"-1:cpd16290:0:""Farnesoic acid"";1:cpd16291:0:""Methyl farnesoate"""	"-1:cpd16290:0:""Farnesoic acid"";1:cpd16291:0:""Methyl farnesoate"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn11793	couple_agent:methyl	agent	null	MI:C:-1/H:-2	C:-1,H:-2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Morphine <=> (1) Normorphine	(1) Morphine + (1) S-Adenosyl-homocysteine + (1) H+ <=> (1) Normorphine + (1) S-Adenosyl-L-methionine	"-1:cpd01072:0:""Morphine"";1:cpd08589:0:""Normorphine"""	"-1:cpd01072:0:""Morphine"";1:cpd08589:0:""Normorphine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn12098	couple_agent:methyl	agent	null	MI:C:-1/H:-2	C:-1,H:-2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Colcemid <=> (1) Deacetylcolchicine	(1) Colcemid + (1) S-Adenosyl-homocysteine + (1) H+ <=> (1) Deacetylcolchicine + (1) S-Adenosyl-L-methionine	"-1:cpd08113:0:""Colcemid"";1:cpd16518:0:""Deacetylcolchicine"""	"-1:cpd08113:0:""Colcemid"";1:cpd16518:0:""Deacetylcolchicine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn12907	couple_agent:methyl	agent	null	MI:C:-1/H:-5/O:-2|CI:1	C:-1,H:-5,O:-2,charge:+1	False		True	methyl (SAM/SAH) couple + water/proton	(1) NADPH + (1) O2 + (1) Lanosterol <=> (1) NADP + (1) 4,4-dimethylcholesta-8,14,24-trienol	(1) NADPH + (1) O2 + (1) Lanosterol + (1) S-Adenosyl-homocysteine + (2) H+ <=> (1) NADP + (1) 4,4-dimethylcholesta-8,14,24-trienol + (1) S-Adenosyl-L-methionine + (2) H2O	"-1:cpd00005:0:""NADPH"";-1:cpd00007:0:""O2"";-1:cpd01188:0:""Lanosterol"";1:cpd00006:0:""NADP"";1:cpd15209:0:""4,4-dimethylcholesta-8,14,24-trienol"""	"-1:cpd00005:0:""NADPH"";-1:cpd00007:0:""O2"";-1:cpd01188:0:""Lanosterol"";1:cpd00006:0:""NADP"";1:cpd15209:0:""4,4-dimethylcholesta-8,14,24-trienol"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";2:cpd00001:0:""H2O"";-2:cpd00067:0:""H+"""
rxn15637	couple_agent:methyl	agent	null	MI:C:-1/H:-2	C:-1,H:-2	False		True	methyl (SAM/SAH) couple + water/proton	(1) Nicotine <=> (1) (+)-Nornicotine	(1) Nicotine + (1) S-Adenosyl-homocysteine + (1) H+ <=> (1) (+)-Nornicotine + (1) S-Adenosyl-L-methionine	"-1:cpd00554:0:""Nicotine"";1:cpd08215:0:""(+)-Nornicotine"""	"-1:cpd00554:0:""Nicotine"";1:cpd08215:0:""(+)-Nornicotine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn16693	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 19-Chloroproansamitocin <=> (1) 20-O-Methyl-19-chloroproansamitocin	(1) 19-Chloroproansamitocin + (1) S-Adenosyl-L-methionine <=> (1) 20-O-Methyl-19-chloroproansamitocin + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd21367:0:""19-Chloroproansamitocin"";1:cpd21368:0:""20-O-Methyl-19-chloroproansamitocin"""	"-1:cpd21367:0:""19-Chloroproansamitocin"";1:cpd21368:0:""20-O-Methyl-19-chloroproansamitocin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn21582	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 2-hydroxy-9-phenyl-phenalen-1-one <=> (1) 1H-Phenalen-1-one, 2-methoxy-9-phenyl-	(1) 2-hydroxy-9-phenyl-phenalen-1-one + (1) S-Adenosyl-L-methionine <=> (1) 1H-Phenalen-1-one, 2-methoxy-9-phenyl- + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd23289:0:""2-hydroxy-9-phenyl-phenalen-1-one"";1:cpd23296:0:""1H-Phenalen-1-one, 2-methoxy-9-phenyl-"""	"-1:cpd23289:0:""2-hydroxy-9-phenyl-phenalen-1-one"";1:cpd23296:0:""1H-Phenalen-1-one, 2-methoxy-9-phenyl-"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn23776	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 4-Hydroxyglucobrassicin <=> (1) 4-Methoxyglucobrassicin	(1) 4-Hydroxyglucobrassicin + (1) S-Adenosyl-L-methionine <=> (1) 4-Methoxyglucobrassicin + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd05333:0:""4-Hydroxyglucobrassicin"";1:cpd05334:0:""4-Methoxyglucobrassicin"""	"-1:cpd05333:0:""4-Hydroxyglucobrassicin"";1:cpd05334:0:""4-Methoxyglucobrassicin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn24701	couple_agent:methyl	agent	null	MI:C:1/H:2	C:+1,H:+2	False		True	methyl (SAM/SAH) couple + water/proton	(1) 17-O-Acetylnorajmaline <=> (1) acetylajmaline	(1) 17-O-Acetylnorajmaline + (1) S-Adenosyl-L-methionine <=> (1) acetylajmaline + (1) S-Adenosyl-homocysteine + (1) H+	"-1:cpd08613:0:""17-O-Acetylnorajmaline"";1:cpd24991:0:""acetylajmaline"""	"-1:cpd08613:0:""17-O-Acetylnorajmaline"";1:cpd24991:0:""acetylajmaline"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
