id	orig_status	couple	confidence	stereo_tier	stereo_detail	agent_reason	patch	corrected_stoichiometry
rxn07531	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		glycitein = methoxyisoflavone, known GMT chemistry	methyl (SAM/SAH) couple + water/proton	"-1:cpd10013:0:""6-Hydroxydaidzein"";1:cpd10235:0:""Glycitein"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07536	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		explicit methoxy- vs trihydroxyisoflavanone	methyl (SAM/SAH) couple + water/proton	"-1:cpd11233:0:""2,7,4'-Trihydroxyisoflavanone"";1:cpd14909:0:""2,7-Dihydroxy-4'-methoxyisoflavanone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07564	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		pisatin synthase methylates hydroxymaackiain, known	methyl (SAM/SAH) couple + water/proton	"-1:cpd14947:0:""(+)-6a-Hydroxymaackiain"";1:cpd07402:0:""Pisatin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07802	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		homoeriodictyol = methylether of eriodictyol	methyl (SAM/SAH) couple + water/proton	"-1:cpd03344:0:""Eriodictyol"";1:cpd06648:0:""Homoeriodictyol"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07819	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		pinostrobin = methylether of pinocembrin	methyl (SAM/SAH) couple + water/proton	"-1:cpd06719:0:""Pinocembrin"";1:cpd15125:0:""Pinostrobin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn07821	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		chalcone-stage analog of eriodictyol/homoeriodictyol pair	methyl (SAM/SAH) couple + water/proton	"-1:cpd11204:0:""Eriodictyol chalcone"";1:cpd15111:0:""Homoeriodictyol chalcone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn11533	MI:C:1/H:3|CI:1	methyl (SAM/SAH)	agent	n/a		methyl farnesoate = methylester of farnesoic acid, known JHAMT	methyl (SAM/SAH) couple + water/proton	"-1:cpd16290:0:""Farnesoic acid"";1:cpd16291:0:""Methyl farnesoate"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn11793	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		explicit morphine -> normorphine N-demethylation	methyl (SAM/SAH) couple + water/proton	"-1:cpd01072:0:""Morphine"";1:cpd08589:0:""Normorphine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn12098	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		colcemid (N-methyl) -> deacetylcolchicine (N-H), N-demethylation	methyl (SAM/SAH) couple + water/proton	"-1:cpd08113:0:""Colcemid"";1:cpd16518:0:""Deacetylcolchicine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn12907	MI:C:-1/H:-5/O:-2|CI:1	methyl (SAM/SAH)	agent	n/a		CYP51 lanosterol 14-demethylase, well-characterized demethylation	methyl (SAM/SAH) couple + water/proton	"-1:cpd00005:0:""NADPH"";-1:cpd00007:0:""O2"";-1:cpd01188:0:""Lanosterol"";1:cpd00006:0:""NADP"";1:cpd15209:0:""4,4-dimethylcholesta-8,14,24-trienol"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";2:cpd00001:0:""H2O"";-2:cpd00067:0:""H+"""
rxn15637	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		nicotine -> (+)-nornicotine, known N-demethylation	methyl (SAM/SAH) couple + water/proton	"-1:cpd00554:0:""Nicotine"";1:cpd08215:0:""(+)-Nornicotine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn16693	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		explicit 20-O-methyl variant pair	methyl (SAM/SAH) couple + water/proton	"-1:cpd21367:0:""19-Chloroproansamitocin"";1:cpd21368:0:""20-O-Methyl-19-chloroproansamitocin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn21582	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		explicit methoxy- vs hydroxy-phenalenone	methyl (SAM/SAH) couple + water/proton	"-1:cpd23289:0:""2-hydroxy-9-phenyl-phenalen-1-one"";1:cpd23296:0:""1H-Phenalen-1-one, 2-methoxy-9-phenyl-"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn23776	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		explicit methoxy- vs hydroxyglucobrassicin, known IGMT pathway	methyl (SAM/SAH) couple + water/proton	"-1:cpd05333:0:""4-Hydroxyglucobrassicin"";1:cpd05334:0:""4-Methoxyglucobrassicin"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn24701	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		norajmaline/ajmaline N-methyl pair (acetylated form)	methyl (SAM/SAH) couple + water/proton	"-1:cpd08613:0:""17-O-Acetylnorajmaline"";1:cpd24991:0:""acetylajmaline"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn24703	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		norajmaline -> ajmaline, known N-methylajmaline synthase	methyl (SAM/SAH) couple + water/proton	"-1:cpd08614:0:""Norajmaline"";1:cpd03951:0:""Ajmaline"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn26823	MI:C:1/H:3|CI:1	methyl (SAM/SAH)	agent	n/a		explicit N-methylcotininium ion vs cotinine	methyl (SAM/SAH) couple + water/proton	"-1:cpd24385:0:""cotinine"";1:cpd24396:0:""N-methylcotininium ion"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn28426	MI:C:1/H:3|CI:1	methyl (SAM/SAH)	agent	n/a		explicit 7-methoxy vs 7-hydroxy anthraquinone	methyl (SAM/SAH) couple + water/proton	"-1:cpd25764:0:""1,6,7,8-tetrahydroxy-2-methylanthraquinone"";1:cpd25765:0:""1,6,8-trihydroxy-7-methoxy-2-methylanthraquinone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn28427	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		net loss of one OMe among anthraquinone substituents	methyl (SAM/SAH) couple + water/proton	"-1:cpd25765:0:""1,6,8-trihydroxy-7-methoxy-2-methylanthraquinone"";1:cpd25762:0:""1,3,8-trihydroxy-2-methoxyanthraquinone"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn28429	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		net loss of one OMe among anthraquinone substituents	methyl (SAM/SAH) couple + water/proton	"-1:cpd25758:0:""1,3,5,8-tetrahydroxy-2-methoxyanthraquinone"";1:cpd25768:0:""1,5,7-trihydroxy-6,8-dimethoxyanthraquinone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn28430	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		net loss of one OMe among anthraquinone substituents	methyl (SAM/SAH) couple + water/proton	"-1:cpd25768:0:""1,5,7-trihydroxy-6,8-dimethoxyanthraquinone"";1:cpd25769:0:""1,7-dihydroxy-5,6,8-trimethoxyanthraquinone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn28431	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		net loss of one OMe among anthraquinone substituents	methyl (SAM/SAH) couple + water/proton	"-1:cpd25769:0:""1,7-dihydroxy-5,6,8-trimethoxyanthraquinone"";1:cpd25760:0:""5-hydroxy-1,2,3,4-tetramethoxyanthraquinone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn28432	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		explicit 6-methoxy vs 6-hydroxy anthraquinone	methyl (SAM/SAH) couple + water/proton	"-1:cpd25763:0:""1,6,7-trihydroxy-2-methylanthraquinone"";1:cpd25755:0:""1,7-dihydroxy-6-methoxy-2-methylanthraquinone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn28434	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		explicit 8-methoxy vs 8-hydroxy anthraquinone	methyl (SAM/SAH) couple + water/proton	"-1:cpd25766:0:""1,7,8-trihydroxy-6-methoxy-2-methylanthraquinone"";1:cpd25767:0:""1,7-dihydroxy-6,8-dimethoxy-2-methylanthraquinone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn28436	MI:C:1/H:2	methyl (SAM/SAH)	agent	n/a		net loss of one OMe among anthraquinone substituents	methyl (SAM/SAH) couple + water/proton	"-1:cpd25752:0:""1,4,7-trihydroxy-6,8-dimethoxy-2methylanthraquinone"";1:cpd25770:0:""1,4-dihydroxy-6,7,8-trimethoxy-2-methylanthraquinone"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"";1:cpd00067:0:""H+"""
rxn28441	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		net loss of ring 2-methyl, anthraquinone tailoring series	methyl (SAM/SAH) couple + water/proton	"-1:cpd25767:0:""1,7-dihydroxy-6,8-dimethoxy-2-methylanthraquinone"";1:cpd25754:0:""2,8-dihydroxy-1,3-dimethoxyanthraquinone"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn28444	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		net loss of ring 2-methyl, anthraquinone tailoring series	methyl (SAM/SAH) couple + water/proton	"-1:cpd25752:0:""1,4,7-trihydroxy-6,8-dimethoxy-2methylanthraquinone"";1:cpd25756:0:""2,5,8-trihydroxy-1,3-dimethoxyanthraquinone"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn28839	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		explicit 14-demethyllanosterol -> 4-methylzymosterol	methyl (SAM/SAH) couple + water/proton	"-1:cpd03038:0:""14-Demethyllanosterol"";1:cpd03035:0:""4-methylzymosterol"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn41898	MI:C:1/H:3|CI:1	methyl (SAM/SAH)	agent	n/a		explicit methyl fusarate = methylester of fusaric acid	methyl (SAM/SAH) couple + water/proton	"-1:cpd07035:0:""Fusaric acid"";1:cpd32719:0:""methyl fusarate"";-1:cpd00017:0:""S-Adenosyl-L-methionine"";1:cpd00019:0:""S-Adenosyl-homocysteine"""
rxn47533	MI:C:-1/H:-2	methyl (SAM/SAH)	agent	n/a		laudanosine = N-methyltetrahydropapaverine	methyl (SAM/SAH) couple + water/proton	"-1:cpd06453:0:""Laudanosine"";1:cpd33344:0:""(S)-tetrahydropapaverine"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"";-1:cpd00067:0:""H+"""
rxn59459	MI:C:-1/H:-3|CI:-10000002	methyl (SAM/SAH)	agent	n/a		explicit 6-methoxy-6-oxo ester vs maleylacetate diacid	methyl (SAM/SAH) couple + water/proton	"-1:cpd47725:0:""(2<i>Z</i>,4<i>E</i>)-4-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate"";1:cpd01498:0:""Maleylacetate"";1:cpd00017:0:""S-Adenosyl-L-methionine"";-1:cpd00019:0:""S-Adenosyl-homocysteine"""
