cpd_id	compound_name	result_type	reason	pubchem_cid	strategy	query	stored_smiles	pubchem_smiles	stored_inchikey	pubchem_inchikey
cpd15018	Ternatin A1	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C96H105O53, pubchem=C96H107O53, H_diff=+2) — requires manual review	16173494	kegg_xref	C16302	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(=O)cc(O)cc-3oc2-c2cc(O[C@@H]3O[C@H](COC(=O)/C=C/c4ccc(O[C@@H]5O[C@H](COC(=O)/C=C/c6ccc(O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)cc6)[C@@H](O)[C@H](O)[C@H]5O)cc4)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O[C@@H]3O[C@H](COC(=O)/C=C/c4ccc(O[C@@H]5O[C@H](COC(=O)/C=C/c6ccc(O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)cc6)[C@@H](O)[C@H](O)[C@H]5O)cc4)[C@@H](O)[C@H](O)[C@H]3O)c2)[C@H](O)[C@@H](O)[C@@H]1O	C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC=C(C=C3)/C=C/C(=O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)OC5=CC(=CC(=C5O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)/C=C/C7=CC=C(C=C7)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COC(=O)/C=C/C9=CC=C(C=C9)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)O)O)C1=[O+]C2=CC(=CC(=C2C=C1O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)CC(=O)O)O)O)O)O)O)O)O)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	LCVYSCAXJLXLPN-YQPKVBFISA-M	VELNJBNYLCFDCI-YQPKVBFISA-O
cpd15019	Delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside-3',5'-di-O-beta-D-glucoside	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C36H41O25, pubchem=C36H43O25, H_diff=+2) — requires manual review	10843319	kegg_xref	C16303	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(=O)cc(O)cc-3oc2-c2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)[C@H](O)[C@@H](O)[C@@H]1O	C1=C(C=C(C(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=[O+]C5=CC(=CC(=C5C=C4O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)CC(=O)O)O)O)O)O)O	PIHBLGDTMOKYPK-KTEHMMPASA-M	WTWWJFYJOBVFTF-KTEHMMPASA-O
cpd15021	Pelargonidin 3-O-sophoroside	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C27H30O15, pubchem=C27H31O15, H_diff=+1) — requires manual review	23724704	kegg_xref	C16305	O=c1cc(O)cc2oc(-c3ccc(O)cc3)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1-2	C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O	JRTPVVICZPPYCU-WGNLCONDSA-N	HASVPNDDKSXPGU-WGNLCONDSA-O
cpd15022	Cyanidin 3-O-sophoroside	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C27H30O16, pubchem=C9H8N2O2) — requires manual review	52273	kegg_xref	C16306	O=c1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1-2	CC1=CC(=C(C=C1[N+](=O)[O-])C)C#N	NSBSFLMBBUASTQ-WGNLCONDSA-N	AIJHILQDGSFDQP-UHFFFAOYSA-N
cpd15023	Delphinidin 3-O-sophoroside	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C27H30O17, pubchem=C6H3ClN2O2S2) — requires manual review	2735459	kegg_xref	C16307	O=c1cc(O)cc2oc(-c3cc(O)c(O)c(O)c3)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1-2	C1=CC2=NSN=C2C(=C1)S(=O)(=O)Cl	IAFRHQMOWBVLOT-ROOKUYIKSA-N	CXAICGCTHOWKPP-UHFFFAOYSA-N
cpd15029	Delphinidin 3-glucoside 5-caffoyl-glucoside	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C36H36O20, pubchem=C23H25N5O5) — requires manual review	3157	kegg_xref	C16313	O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2cc(=O)cc3oc(-c4cc(O)c(O)c(O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2-3)[C@H](O)[C@@H](O)[C@@H]1O	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC	VTWOPKBMTQPNDB-DYPCXFGJSA-N	RUZYUOTYCVRMRZ-UHFFFAOYSA-N
cpd15031	Delphinidin 3-O-rutinoside	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C27H30O16, pubchem=C27H31O16, H_diff=+1) — requires manual review	5492231	kegg_xref	C16315	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(=O)cc(O)cc-4oc3-c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC(=C(C(=C5)O)O)O)O)O)O)O)O)O)O)O	PGVICUPCFRMFOZ-LTSKFBHWSA-N	PLKUTZNSKRWCCA-LTSKFBHWSA-O
cpd15041	(11Z,15Z)-10-Oxo-11,15-phytodienoic acid	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C18H27O3, pubchem=C15H29BrO2) — requires manual review	527508	kegg_xref	C16325	CC/C=C\C[C@H]1C=CC(=O)[C@H]1CCCCCCCC(=O)[O-]	CCCCCCCCCCCCOC(=O)C(C)Br	IYEHRWJNUWAXAD-JMTMCXQRSA-M	RXTSHIDRCASANN-UHFFFAOYSA-N
cpd15045	3-Hydroxy-OPC8-CoA	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C39H60N7O19P3S, pubchem=C19H19N3O6) — requires manual review	4494	kegg_xref	C16329	CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C	PDDHCVXPABQISO-VKZQHDIOSA-J	FAIIFDPAEUKBEP-UHFFFAOYSA-N
cpd15049	3-Hydroxy-OPC6-CoA	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C37H56N7O19P3S, pubchem=C5H2F3NO) — requires manual review	23340297	kegg_xref	C16333	CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C1=C(C(=O)NC(=C1F)F)F	OMDQVIUYDJAWHX-GCCFKKQCSA-J	PWBGZZXJAMGVGQ-UHFFFAOYSA-N
cpd15053	3-Hydroxy-OPC4-CoA	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C35H52N7O19P3S, pubchem=C12H18N2O2) — requires manual review	57353460	kegg_xref	C16337	CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	COC1=C(C=CC(=C1)N2CCC(CC2)O)N	YUFHOTSRMDFGNS-JLOQOMCUSA-J	PLRKSIZPNZPJOS-UHFFFAOYSA-N
cpd15061	N-(17-Hydroxylinolenoyl)-L-glutamine	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C23H37N2O5, pubchem=C8H11NO) — requires manual review	12617688	kegg_xref	C16345	CC(O)/C=C\C/C=C\C/C=C\CCCCCCCC(=O)NC(CCC(N)=O)C(=O)[O-]	CC1=CC(=C(C=C1)O)NC	YDUZXFXPORORCL-XAFOFORCSA-M	JPVRYZKONHXUBJ-UHFFFAOYSA-N
cpd15062	(9Z,12Z,15Z)-17-Hydroxyoctadecatri-9,12,15-enoic acid	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C18H29O3, pubchem=C7H8N4O) — requires manual review	2726801	kegg_xref	C16346	CC(O)/C=C\C/C=C\C/C=C\CCCCCCCC(=O)[O-]	CC1=NC(=C(C(=N1)OC)C#N)N	PSQSSLVXOIJSMX-XAFOFORCSA-M	KHLKNDRAWAFBRH-UHFFFAOYSA-N
cpd15066	Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C36H36O18, pubchem=C6H4ClNO3) — requires manual review	12074	kegg_xref	C16350	O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc(=O)cc3oc(-c4ccc(O)c(O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2-3)[C@H](O)[C@@H](O)[C@@H]1O	C1=CC(=C(C=C1[N+](=O)[O-])Cl)O	ZPZBCOUFPOEWLE-ITBGCMKDSA-N	BOFRXDMCQRTGII-UHFFFAOYSA-N
cpd15067	Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C36H36O19, pubchem=C7H8ClN) — requires manual review	588056	kegg_xref	C16351	O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc(=O)cc3oc(-c4cc(O)c(O)c(O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2-3)[C@H](O)[C@@H](O)[C@@H]1O	CC1=CN=C(C=C1)CCl	SHUUFKATAMLZPT-DYLLDOQPSA-N	MXOPKPMEGUYUCV-UHFFFAOYSA-N
cpd15072	1,7-Dimethyluric acid	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	91611	kegg_xref	C16356	Cn1c(O)c2c(nc1=O)[nH]c(=O)n2C	CN1C2=C(NC1=O)NC(=O)N(C2=O)C	XRPUBUICAWUBRI-UHFFFAOYSA-N	NOFNCLGCUJJPKU-UHFFFAOYSA-N
cpd15073	3,7-dihydro-3-methyl-1H-purine-2,6-dione	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	70639	chebi_xref	CHEBI:62208	Cn1c(O)nc(O)c2ncnc1-2	CN1C2=C(C(=O)NC1=O)NC=N2	HZOGTQYZAZGBAB-UHFFFAOYSA-N	GMSNIKWWOQHZGF-UHFFFAOYSA-N
cpd15074	1-Methylxanthine	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C6H7N4O2, pubchem=C6H6N4O2, H_diff=-1) — requires manual review	80220	kegg_xref	C16358	Cn1c(O)c2nc[nH+]c-2[nH]c1=O	CN1C(=O)C2=C(NC1=O)N=CN2	UHSRRMDQAFLGNJ-UHFFFAOYSA-O	MVOYJPOZRLFTCP-UHFFFAOYSA-N
cpd15075	1-Methyluric acid	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	69726	kegg_xref	C16359	Cn1c(O)c2[nH]c(=O)[nH]c2nc1=O	CN1C(=O)C2=C(NC(=O)N2)NC1=O	HPLZOENSSCGMAW-UHFFFAOYSA-N	QFDRTQONISXGJA-UHFFFAOYSA-N
cpd15076	3,7-Dimethyluric acid	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C7H9N4O3, pubchem=C7H8N4O3, H_diff=-1) — requires manual review	83126	kegg_xref	C16360	Cn1c2[nH+]c(=O)n(C)c-2c(O)[nH]c1=O	CN1C2=C(NC1=O)N(C(=O)NC2=O)C	BBBSDLFZZASHNA-UHFFFAOYSA-O	HMLZLHKHNBLLJD-UHFFFAOYSA-N
cpd15077	1,3,7-Trimethylurate	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	79437	chebi_xref	CHEBI:691622	Cn1c2c(O)n(C)c(=O)n(C)c-2nc1=O	CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C	NEQLMYZAOIQDJS-UHFFFAOYSA-N	BYXCFUMGEBZDDI-UHFFFAOYSA-N
cpd05175	(-)-Viburnitol	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 5)	441438	kegg_xref	C08259	O[C@@H]1[C@@H](O)[C@H](O)C[C@@H](O)[C@H]1O	C1[C@H]([C@H](C([C@H]([C@@H]1O)O)O)O)O	IMPKVMRTXBRHRB-TVIMKVIFSA-N	IMPKVMRTXBRHRB-RSVSWTKNSA-N
cpd05211	(+)-quisqualic acid	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C5H6N3O5, pubchem=C5H7N3O5, H_diff=+1) — requires manual review	40539	kegg_xref	C08296	[NH3+][C@@H](Cn1oc(=O)[n-]c1=O)C(=O)[O-]	C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1	KTMSAGBXTFEWCQ-REOHCLBHSA-M	ASNFTDCKZKHJSW-REOHCLBHSA-N
cpd05289	14,16-Hentriacontanedione	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	441489	kegg_xref	C08377	CCCCCCCCCCCCCCCC(O)=CC(=O)CCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCC	IGJMRBYUHVGGOR-UHFFFAOYSA-N	LZBJUTTUMRSJBP-UHFFFAOYSA-N
cpd05306	N-Tritriacontane-16,18-dione	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	154874	kegg_xref	C08394	CCCCCCCCCCCCCCCC(=O)C=C(O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC	JWZJPYQQEUUEJC-UHFFFAOYSA-N	BYKYTXUAKJDVPV-UHFFFAOYSA-N
cpd05341	Convicine	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	88000	kegg_xref	C08430	NC1=NC(=O)NC(=O)C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=C(NC(=O)NC2=O)N)O)O)O)O	UIHFRLHSNDNWEH-LMXUVIFNSA-N	JJWYIMQKLTVAGZ-SYCVNHKBSA-N
cpd05344	Amataine	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C43H50N4O6, pubchem=C43H48N4O6, H_diff=-2) — requires manual review	441539	kegg_xref	C08433	COC(=O)C1C[C@]23CCO[C@H]2[C@@]24C[C@@H]5C[C@]67CCO[C@H]6CC[NH+]6CC[C@@]8(c9cccc(OC)c9N(C2)[C@@]58O[C@H]4[NH+]2CC[C@]4(C1=Nc1ccccc14)[C@@H]23)[C@@H]67	COC1=CC=CC2=C1N3C[C@@]45C[C@H]6[C@]3([C@]27CCN8[C@H]7[C@@]9(C6)CCO[C@H]9CC8)O[C@H]4N1CC[C@@]23[C@@H]1[C@@]1([C@H]5OCC1)CC(=C2NC1=CC=CC=C31)C(=O)OC	NHPJDVPMZLAPLA-VTVNDFDFSA-P	RZBFPDQKWUWUCK-SFUBKHQQSA-N
cpd05424	(3alpha,11S)-1,2-Didehydro-3,7-dimethoxycrinan-11-ol	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 5)	25092366	kegg_xref	C08517	COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@H]1[N@H+](C2)C[C@H]3O	CO[C@@H]1C[C@@H]2[C@]3(C=C1)[C@H](CN2CC4=C(C5=C(C=C34)OCO5)OC)O	QAHZAHIPKNLGAS-QMJNRFBBSA-O	QAHZAHIPKNLGAS-KZRPXEQKSA-N
cpd05431	Cavinine	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (6 vs 7)	441592	kegg_xref	C08524	COc1c2c(cc3c1OCO3)[C@@]13[C@@H](O)C[N@@H+](C2)[C@@H]1C[C@@H](OC)[C@@H]1O[C@@H]13	CO[C@@H]1C[C@@H]2[C@@]3([C@@H](CN2CC4=C(C5=C(C=C43)OCO5)OC)O)[C@@H]6[C@H]1O6	GKZWOVRDMISXTE-XVOQKHCOSA-O	GKZWOVRDMISXTE-VGYNPPCGSA-N
cpd05444	Amaranthin	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C30H31N2O19, pubchem=C30H34N2O19, H_diff=+3) — requires manual review	6325284	kegg_xref	C08537	O=C([O-])C1=N[C@H](C(=O)[O-])CC(C/C=[N+]2/c3cc(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)cc3C[C@H]2C(=O)[O-])=C1	C\1[C@H](NC(=C/C1=C/C=[N+]2[C@@H](CC3=CC(=C(C=C32)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C(=O)[O-])C(=O)O)C(=O)O	KFVCTOIMBXHEKP-YGPSYDOASA-K	ATSKDYKYMQVTGH-POBNKHOBSA-N
cpd05446	(2S)-4-[2-[(2S)-2-Carboxy-2,3-dihydro-5,6-dihydroxy-1H-indol-1-yl]ethenyl]-2,3-dihydro-2,6-pyridinedicarboxylic acid	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C18H14N2O8, pubchem=C18H16N2O8, H_diff=+2) — requires manual review	6324770	kegg_xref	C08539	O=C([O-])C1=N[C@H](C(=O)[O-])CC(C/C=[N+]2/c3cc(O)c(O)cc3C[C@H]2C(=O)[O-])=C1	C\1[C@H](NC(=C/C1=C/C=[N+]2[C@@H](CC3=CC(=C(C=C32)O)O)C(=O)[O-])C(=O)O)C(=O)O	PXPOKQRAOPODFK-DWEMRBLHSA-L	XHJKHSXHWJCBLX-AAEUAGOBSA-N
cpd05447	Beetroot Red	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C24H24N2O13, pubchem=C24H26N2O13, H_diff=+2) — requires manual review	11953901	kegg_xref	C08540	O=C([O-])C1=N[C@H](C(=O)[O-])CC(C/C=[N+]2/c3cc(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3C[C@H]2C(=O)[O-])=C1	C\1[C@H](NC(=C/C1=C/C=[N+]2[C@@H](CC3=CC(=C(C=C32)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(=O)[O-])C(=O)O)C(=O)O	MOEDQPBUKSEPHH-VQSBBBAPSA-L	DHHFDKNIEVKVKS-FMOSSLLZSA-N
cpd05448	Bougainvillein-r-I	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C30H34N2O18, pubchem=C30H36N2O18, H_diff=+2) — requires manual review	11953903	kegg_xref	C08541	O=C([O-])C1=N[C@H](C(=O)[O-])CC(C/C=[N+]2/c3cc(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3C[C@H]2C(=O)[O-])=C1	C\1[C@H](NC(=C/C1=C/C=[N+]2[C@@H](CC3=CC(=C(C=C32)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C(=O)[O-])C(=O)O)C(=O)O	ABEFZFAUTJLCMP-COJHCMJLSA-L	JFSHCYUNIKQIPE-XAZCMKEVSA-N
cpd05449	Celosianin II	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C40H39N2O22, pubchem=C40H42N2O22, H_diff=+3) — requires manual review	11953905	kegg_xref	C08542	COc1cc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](Oc4cc5c(cc4O)/[N+](=C/CC4=CC(C(=O)[O-])=N[C@H](C(=O)[O-])C4)[C@H](C(=O)[O-])C5)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](C(=O)[O-])[C@@H](O)[C@@H]2O)ccc1O	COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3OC4=C(C=C5C(=C4)C[C@H]([N+]5=C/C=C/6\C[C@H](NC(=C6)C(=O)O)C(=O)O)C(=O)[O-])O)CO)O)O)C(=O)O)O)O)O	UCDYBSUUSIOYMN-AINNHDNOSA-K	MPMOZJNSLITZSA-VSOFAJKKSA-N
cpd05450	Dopaxanthin	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (3 vs 4)	135438589	kegg_xref	C08543	O=C([O-])C1=C/C(=C/C=[NH+]\[C@@H](Cc2ccc(O)c(O)c2)C(=O)[O-])C[C@@H](C(=O)[O-])[NH2+]1	C\1[C@H](NC(=C/C1=C/C=N[C@@H](CC2=CC(=C(C=C2)O)O)C(=O)O)C(=O)O)C(=O)O	YSNPSKZBOQYUHH-AFUNOPLTSA-M	YSNPSKZBOQYUHH-JZCSJQFLSA-N
cpd05451	Gomphrenin-I	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C24H24N2O13, pubchem=C24H26N2O13, H_diff=+2) — requires manual review	6096868	kegg_xref	C08544	O=C([O-])C1=N[C@H](C(=O)[O-])CC(C/C=[N+]2/c3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)cc3C[C@H]2C(=O)[O-])=C1	C\1[C@H](NC(=C/C1=C/C=[N+]2[C@@H](CC3=CC(=C(C=C32)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C(=O)[O-])C(=O)O)C(=O)O	WKSWZDWGCSEYQE-VQSBBBAPSA-L	YUDKHXMQDKVDGU-FMOSSLLZSA-N
cpd05454	Gomphrenin-V	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C34H32N2O16, pubchem=C34H34N2O16, H_diff=+2) — requires manual review	6325294	kegg_xref	C08547	COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](Oc3cc4c(cc3O)C[C@@H](C(=O)[O-])/[N+]4=C\CC3=CC(C(=O)[O-])=N[C@H](C(=O)[O-])C3)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O	COC1=C(C=CC(=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C=C4C[C@H]([N+](=C/C=C/5\C[C@H](NC(=C5)C(=O)O)C(=O)O)C4=C3)C(=O)[O-])O)O)O)O)O	KNSRMOHNWCXRAS-BHPDIKMISA-L	PZVSGHKONASTEC-WPUGSIMNSA-N
cpd05455	Humilixanthin	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (3 vs 4)	135438590	kegg_xref	C08548	O=C([O-])C1=C/C(=C/C=[NH+]\[C@@H](CCCO)C(=O)[O-])C[C@H](C(=O)[O-])[NH2+]1	C\1[C@@H](NC(=C/C1=C/C=N[C@@H](CCCO)C(=O)O)C(=O)O)C(=O)O	RVPIQBBRHBAQKG-CFJJVPNFSA-M	RVPIQBBRHBAQKG-OLNLEZHNSA-N
cpd05456	Indicaxanthin	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C14H14N2O6, pubchem=C14H16N2O6, H_diff=+2) — requires manual review	6096870	kegg_xref	C08549	O=C([O-])C1=N[C@H](C(=O)[O-])CC(C/C=[N+]2/CCC[C@H]2C(=O)[O-])=C1	C1C[C@H]([N+](=C/C=C/2\C[C@H](NC(=C2)C(=O)O)C(=O)O)C1)C(=O)[O-]	FCODLTSJPWMRCJ-HWIMVUCQSA-L	RJIIQBYZGJSODH-QWRGUYRKSA-N
cpd05457	Iresinin I	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C36H38N2O23, pubchem=C36H42N2O23, H_diff=+4) — requires manual review	11953907	kegg_xref	C08550	C[C@@](O)(CC(=O)[O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(cc2O)/[N+](=C/CC2=CC(C(=O)[O-])=N[C@H](C(=O)[O-])C2)[C@H](C(=O)[O-])C3)[C@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	C[C@@](CC(=O)O)(CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=C(C=C3C(=C2)C[C@H]([N+]3=C/C=C/4\C[C@H](NC(=C4)C(=O)O)C(=O)O)C(=O)[O-])O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)O)O)O	OVZGKFKYKMPBCV-LVALACLSSA-J	GTTSBGCXUNBAOH-ZQHVOMFASA-N
